target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime
win,535.7080922,534.6942688,-0.548831722,-0.538081011,9.322494261,8.918874662,0.033417277,0.029328147,347,372,-1.013823389,0.010750711
letter,537.454093,536.5075457,-0.51798861,-0.533187966,9.175807841,8.342664495,0.028627349,0.02840273,387,361,-0.946547313,-0.015199356
beauty,523.5725519,522.7812757,-0.616400156,-0.56121724,8.68404083,9.064468863,0.025930494,0.029630865,395,330,-0.791276139,0.055182916
evening,545.2071606,544.5172405,-0.498272983,-0.489534103,8.661484944,8.373371286,0.029193033,0.029018843,386,341,-0.689920132,0.008738881
dance,512.4887469,511.8493355,-0.599379035,-0.573933665,8.224115753,8.625766298,0.028505291,0.029855729,363,310,-0.639411395,0.02544537
artificial,637.324907,636.6867386,-0.113439406,-0.138751665,10.77428934,10.35145119,0.033160114,0.032194625,355,371,-0.638168486,-0.025312259
map,525.5378203,524.9310896,-0.550345848,-0.577984071,8.54575281,8.180271798,0.030672884,0.029180301,345,346,-0.606730699,-0.027638223
lovely,510.2678995,509.7099972,-0.645414308,-0.606709617,8.836614637,6.938997065,0.027794423,0.024371792,368,361,-0.557902222,0.038704691
team,532.9991745,532.4916055,-0.553392903,-0.55737712,8.029239044,9.683743828,0.029474453,0.030693149,384,365,-0.507569021,-0.003984218
education,555.6824391,555.2863411,-0.451523807,-0.457193391,8.683548261,8.302188721,0.029029019,0.02781496,353,384,-0.396097944,-0.005669584
snake,549.15604,548.8708938,-0.514023198,-0.46400647,10.16576985,10.03684262,0.031979148,0.032089367,375,386,-0.285146206,0.050016728
attract,553.9981205,553.7457744,-0.473063428,-0.477923422,9.407791582,8.415630344,0.031058497,0.027821606,332,359,-0.252346106,-0.004859994
silver,550.6967026,550.9256043,-0.492424042,-0.482623237,9.30215342,8.225709813,0.029201826,0.028145694,366,374,0.228901695,0.009800805
succeed,561.5030936,561.817282,-0.421875352,-0.428315049,10.15723341,9.974667873,0.029343061,0.028794691,374,351,0.314188467,-0.006439697
work,502.589691,502.9091686,-0.66454746,-0.643604612,8.458110469,7.884670466,0.030128787,0.027781739,356,350,0.319477578,0.020942848
simple,539.5984986,539.9411866,-0.510709894,-0.55627327,9.812006401,9.302683772,0.033604687,0.03026291,365,359,0.342688003,-0.045563376
fog,580.0055061,580.44593,-0.352684184,-0.318609097,9.636283174,8.296551805,0.033880415,0.030016655,326,357,0.44042385,0.034075087
put,560.7767904,561.2305,-0.430582327,-0.448933698,9.518348353,9.540605932,0.032065993,0.034840042,377,348,0.453709551,-0.018351371
finish,531.3417199,531.8419551,-0.536363079,-0.551903992,8.559128044,8.795102599,0.029581152,0.029495561,332,356,0.500235179,-0.015540913
hungry,530.7944564,531.2997392,-0.553824366,-0.550391403,9.077838775,9.254397306,0.028593943,0.028690663,344,348,0.505282786,0.003432962
van,578.6211364,579.2375595,-0.343278302,-0.33133695,8.986189975,9.914857691,0.030860672,0.037587421,352,311,0.616423118,0.011941352
honest,536.1708466,536.9035861,-0.562136283,-0.554988494,9.509036172,8.16580333,0.028516464,0.026940225,352,389,0.732739513,0.007147789
contrary,680.9512702,681.912922,0.062700857,0.06051656,13.78204041,13.34173252,0.045148466,0.043772129,322,346,0.961651786,-0.002184297
friend,554.3166201,555.4437186,-0.505436451,-0.465119448,10.11261721,9.121380843,0.031657694,0.029352926,358,366,1.127098454,0.040317003
prohibit,657.7178743,658.9415875,-0.086276285,-0.019800568,11.80406788,10.64776567,0.038407912,0.037376946,342,337,1.223713255,0.066475717
criminal,566.4407536,567.6834227,-0.439505094,-0.411820377,9.439691117,8.22792881,0.030202776,0.026402009,354,388,1.24266907,0.027684717
prize,560.8790223,562.2740251,-0.41486463,-0.414059725,9.096386541,9.838234173,0.031022116,0.035481877,404,359,1.395002788,0.000804905
headquarters,670.4222153,671.8291351,-0.000943609,-0.014413211,10.41300514,12.41580404,0.033805967,0.036165159,353,333,1.406919838,-0.013469602
escape,552.1103305,553.5937061,-0.451631447,-0.431842874,9.103082188,7.331787656,0.030894261,0.027726276,354,330,1.483375546,0.019788573
bullet,568.1315155,569.6700815,-0.424994541,-0.440350208,8.321293944,10.36892506,0.0277815,0.032662327,355,356,1.538565974,-0.015355667
financial,592.0368556,593.5885459,-0.320657215,-0.319471359,10.67806573,10.35577815,0.033127943,0.030673201,367,381,1.551690348,0.001185856
go,526.1571243,527.96425,-0.572876974,-0.563165214,9.471026814,7.96151756,0.030415361,0.028270753,346,372,1.807125759,0.00971176
closed,542.5205945,544.3341757,-0.51599104,-0.501619252,9.308731376,7.91112273,0.031699397,0.026807086,365,387,1.813581186,0.014371788
justice,545.7975879,547.6888816,-0.467884731,-0.486442636,9.10316621,9.518437168,0.029173715,0.02932922,381,380,1.891293668,-0.018557906
prepare,551.6406843,553.7003492,-0.483900671,-0.442149934,9.37884454,8.889145867,0.027082291,0.02769205,358,358,2.059664808,0.041750737
electric,568.4784011,570.5513159,-0.423152845,-0.37812597,11.60182596,10.01932638,0.034678081,0.034458376,349,316,2.072914744,0.045026874
kingdom,553.1307014,555.2311841,-0.448380445,-0.440695319,9.81578363,9.33361608,0.028869552,0.029084911,345,353,2.100482689,0.007685126
mixture,578.8075409,581.0033205,-0.363334014,-0.356213999,9.272926802,9.231582038,0.031693912,0.028567749,355,365,2.195779691,0.007120015
bed,535.7497386,538.0429879,-0.563278343,-0.532979673,10.0695639,8.229266675,0.034118303,0.027412416,329,331,2.293249316,0.030298671
honesty,532.1929378,534.5189865,-0.548673365,-0.524643842,7.236512812,7.066169489,0.025314936,0.025244381,370,369,2.326048617,0.024029523
battalion,755.6985909,758.0376018,0.31864933,0.406348865,18.41194291,17.011776,0.057092702,0.061936292,198,216,2.339010939,0.087699534
hard,509.5118095,511.877478,-0.613749426,-0.621133792,7.563820092,8.13557631,0.027442962,0.028684559,378,346,2.365668527,-0.007384367
professor,566.4437688,568.8837196,-0.421847646,-0.379452409,8.396339609,8.994895894,0.028353734,0.028542911,373,378,2.439950771,0.042395237
opponent,614.1397961,616.6098179,-0.217097391,-0.198585227,11.40156461,9.830240383,0.038100882,0.034153508,358,346,2.470021826,0.018512163
accept,506.1974386,508.6773693,-0.60043433,-0.625265032,9.640023961,7.376773932,0.030290144,0.025144417,171,371,2.479930654,-0.024830702
creature,546.2259263,548.7355646,-0.518534441,-0.470447711,8.555467347,8.66216677,0.029066399,0.028683101,380,356,2.509638282,0.048086729
rarely,585.5690108,588.1905514,-0.354868498,-0.31787334,9.46814633,9.39906471,0.03061246,0.032456292,397,370,2.621540564,0.036995158
location,559.2152667,561.857481,-0.444320342,-0.41307884,8.737230577,7.948200427,0.0283071,0.025840154,345,368,2.642214309,0.031241502
fence,583.9773906,586.6673567,-0.335332023,-0.304548629,8.865020696,9.662807154,0.030064813,0.032909003,402,328,2.689966153,0.030783395
garbage,558.1380173,560.8640145,-0.438915454,-0.430924687,8.98595894,8.741973836,0.030059297,0.028588343,347,344,2.725997246,0.007990767
substitute,631.5128547,634.2951055,-0.210798658,-0.138106409,10.92159769,10.94967485,0.03158446,0.03542101,351,360,2.782250849,0.072692249
eat,527.5609662,530.3677597,-0.615673318,-0.519511544,9.689404066,8.360556348,0.028933332,0.029077497,355,362,2.806793461,0.096161774
child,513.4812296,516.3266028,-0.648949544,-0.627039793,9.047410129,7.61169713,0.028805962,0.025822514,331,360,2.845373156,0.021909751
medallion,725.5876358,728.748221,0.23853096,0.251396928,13.74268559,16.29399499,0.045550328,0.052619093,313,267,3.160585192,0.012865968
correct,522.0037557,525.3629405,-0.581782757,-0.583169835,8.865229292,9.541046205,0.030617926,0.029855567,352,353,3.359184824,-0.001387078
generous,582.5605078,585.9951584,-0.358364723,-0.297964138,9.503526805,10.76677198,0.027948642,0.032741757,384,341,3.434650546,0.060400585
juice,536.9181914,540.4085,-0.533424758,-0.543787138,9.540690998,9.889710499,0.027415519,0.02524071,397,396,3.490308542,-0.010362379
angry,534.3839341,538.3579165,-0.53147868,-0.530591404,8.944072063,8.513802944,0.028469324,0.026660559,364,383,3.973982392,0.000887276
television,563.5600487,567.5840919,-0.401094614,-0.381943402,7.935012517,8.736117359,0.02629116,0.030615092,390,359,4.024043198,0.019151211
investigate,616.2411628,620.2703906,-0.239360416,-0.219041126,10.64447843,10.75995789,0.031656614,0.032842045,344,337,4.02922786,0.02031929
sport,520.5624987,524.6220083,-0.59934495,-0.583041085,8.823389809,8.08804399,0.029302511,0.026397377,385,360,4.059509634,0.016303866
doctor,536.2780812,540.3427619,-0.549690549,-0.542120191,9.764497624,7.933593268,0.032476925,0.027259792,357,399,4.064680683,0.007570358
find,527.3613047,531.5024441,-0.591860753,-0.558802575,8.94365368,8.353511474,0.03206469,0.031232151,338,367,4.1411394,0.033058178
planning,553.0101178,557.226997,-0.468665827,-0.423108672,10.43475353,8.563282556,0.033235419,0.030329171,348,334,4.21687918,0.045557155
dignity,608.2979568,612.5419514,-0.264143453,-0.236983328,9.398803483,9.538172605,0.031486737,0.03258437,345,348,4.243994671,0.027160125
dark,526.6683269,530.9772737,-0.551101908,-0.52217212,7.717768409,7.7559531,0.027528171,0.030521364,364,358,4.308946818,0.028929788
press,538.6351581,542.957941,-0.535956454,-0.513192917,8.498063943,9.337612981,0.030444332,0.029832297,329,356,4.32278294,0.022763537
news,538.9538984,543.3158742,-0.514322649,-0.500867507,8.614051479,10.92361726,0.030073318,0.034393743,364,334,4.361975888,0.013455142
address,533.6907948,538.1181259,-0.576561362,-0.531013184,8.344622649,7.995456098,0.02576792,0.025185851,346,405,4.427331111,0.045548178
still,526.8667541,531.2984651,-0.585487082,-0.571641129,9.267400278,8.983577385,0.029719625,0.028187965,366,344,4.431711029,0.013845954
fight,534.0024768,538.5795098,-0.515496717,-0.525047253,8.445783866,9.422080446,0.030053955,0.029348159,344,408,4.577033027,-0.009550536
carpet,574.2470355,578.9409877,-0.421673746,-0.375555108,10.69243522,10.18057519,0.033759991,0.032785818,366,325,4.693952164,0.046118638
inform,582.0765066,586.8480396,-0.380146679,-0.324814388,10.42892702,10.12256114,0.035019452,0.034999459,377,354,4.771532922,0.055332292
judge,527.5946161,532.5164919,-0.564444201,-0.536943358,8.867300012,9.544902112,0.028618307,0.029458174,336,370,4.921875828,0.027500844
password,549.1895044,554.1358938,-0.483603696,-0.434995935,8.039176638,7.759422727,0.026107785,0.024543139,372,386,4.946389405,0.048607761
fax,616.3285761,621.3188953,-0.191490474,-0.126058159,10.04663929,12.43333623,0.037060151,0.04668431,335,296,4.990319143,0.065432315
income,545.1804071,550.1863869,-0.482609461,-0.428577296,7.49467458,8.359712336,0.027719136,0.030308563,366,367,5.005979796,0.054032165
sensitive,559.0512665,564.0580296,-0.428606698,-0.44734462,8.749461491,8.602707105,0.027820396,0.029585845,394,371,5.006763145,-0.018737922
copy,540.1182275,545.2459865,-0.519881393,-0.506175822,8.116314566,8.785276652,0.026532137,0.030882338,378,369,5.127758951,0.01370557
think,510.7352563,515.8689404,-0.588526545,-0.605989296,7.983506286,7.225060584,0.027271732,0.02618014,359,369,5.133684119,-0.017462751
funding,576.7217533,581.9026862,-0.377803063,-0.328769912,9.776830865,10.18889702,0.032822075,0.036969338,361,341,5.180932903,0.049033151
style,540.5264114,545.7718025,-0.513198939,-0.486255973,9.421206906,9.509504673,0.030391836,0.034362256,333,324,5.245391066,0.026942966
baseball,555.8756065,561.1427265,-0.489472217,-0.440447612,9.573977331,8.794508359,0.028371906,0.028488078,371,351,5.267120025,0.049024605
drunk,525.9070242,531.2870092,-0.570891967,-0.548862976,8.566320824,8.608236578,0.02856581,0.029822606,372,326,5.379984998,0.022028991
bait,612.7120014,618.2380252,-0.215554941,-0.167760138,10.5052108,10.30250878,0.037394906,0.038815312,346,317,5.526023841,0.047794802
defend,563.4797956,569.1007549,-0.416324449,-0.392207645,8.821858815,8.85310776,0.029105508,0.029944233,367,355,5.620959282,0.024116804
game,496.9010235,502.6907445,-0.686651514,-0.653593778,7.640768791,7.356534919,0.026677575,0.026463307,340,411,5.78972102,0.033057736
driver,541.943081,547.7349265,-0.518393763,-0.496706555,8.570632351,9.679361702,0.029295487,0.028356181,321,381,5.791845505,0.021687207
calculate,579.9876317,585.7858462,-0.363592688,-0.329016266,8.848978928,9.396501083,0.028824111,0.029711114,391,370,5.798214456,0.034576422
arrest,563.0838926,569.0113876,-0.431333812,-0.443605917,9.563915467,9.470059993,0.030090941,0.029694612,363,356,5.927495078,-0.012272105
plastic,550.228727,556.4773551,-0.462753714,-0.458261131,7.725486305,8.231737075,0.027467117,0.029124737,348,378,6.248628069,0.004492583
merchant,618.2729122,624.6050612,-0.167749802,-0.175157169,10.24802015,9.121755307,0.034356419,0.031518225,319,376,6.332148946,-0.007407366
comedy,543.1722752,549.516373,-0.522203398,-0.474241594,7.743671566,8.385185012,0.025923449,0.028284304,338,378,6.344097868,0.047961804
emergency,549.7062807,556.1384416,-0.492164472,-0.434281481,8.701821079,8.904716222,0.025176922,0.029688627,367,317,6.43216099,0.057882991
signal,548.898079,555.3631031,-0.473739929,-0.443242484,8.320470969,8.140713354,0.029560518,0.028083019,405,388,6.465024082,0.030497445
voter,622.8153902,629.3881239,-0.18672937,-0.163862792,12.70403068,10.68824447,0.04133632,0.037703579,305,347,6.572733747,0.022866578
salary,545.7978184,552.3840966,-0.505661158,-0.469528533,9.105978636,9.119445507,0.02894087,0.027438913,366,352,6.586278219,0.036132625
study,506.651328,513.2893324,-0.630259559,-0.59584242,6.925369733,7.024305766,0.022869274,0.025725411,378,364,6.638004375,0.034417139
fish,511.3590165,518.012723,-0.64337715,-0.597089279,8.685148155,8.296146949,0.02713325,0.029486309,363,343,6.653706507,0.046287871
photo,525.3938163,532.0648347,-0.577537148,-0.560019991,9.040668588,9.695686712,0.031455796,0.031386167,332,363,6.671018414,0.017517157
blue,489.3625365,496.084619,-0.673971121,-0.662934408,6.735190209,7.126446357,0.024817815,0.024946646,384,420,6.722082594,0.011036713
race,525.3740059,532.149944,-0.566678897,-0.516592387,7.882450536,8.21745219,0.027593805,0.027363183,342,375,6.775938137,0.050086511
execution,629.2506011,636.0265665,-0.161860522,-0.176235024,10.38895003,12.79789306,0.034498224,0.038531534,371,346,6.775965381,-0.014374503
garage,570.8555243,577.70505,-0.404824508,-0.380945932,9.654350767,10.02372953,0.030198129,0.031415732,349,337,6.849525673,0.023878576
knife,534.0783526,540.9351689,-0.552824264,-0.498519974,8.618310516,8.005311361,0.029005399,0.028224833,380,367,6.85681632,0.054304289
ultimate,594.5472599,601.4553737,-0.341587116,-0.294706124,10.32216195,10.28843537,0.02793008,0.031364138,354,380,6.90811378,0.046880992
device,576.1298095,583.040404,-0.361453545,-0.347960229,10.52690676,9.204005057,0.035330247,0.031789669,336,396,6.910594507,0.013493316
local,558.2287259,565.1945702,-0.473566064,-0.482184049,9.673518196,11.64509543,0.031713348,0.034922431,343,342,6.96584424,-0.008617984
wealth,557.3816491,564.3828149,-0.456700124,-0.428464368,8.534391672,9.737350785,0.03100756,0.031300079,342,335,7.001165822,0.028235755
meal,517.6305405,524.707649,-0.633306481,-0.603705575,8.980231053,8.743157329,0.029988134,0.031880541,346,359,7.07710856,0.029600906
friendship,552.8103398,559.8927676,-0.493934479,-0.416733719,9.613924034,8.115897189,0.03047536,0.027535986,359,370,7.08242777,0.07720076
offend,590.1606477,597.2780955,-0.327059095,-0.335082377,9.710942094,11.25286848,0.033523115,0.034073126,369,335,7.117447827,-0.008023282
usual,563.0924831,570.291349,-0.41136935,-0.41472744,9.100652366,9.094108591,0.031261269,0.030692759,354,361,7.198865968,-0.003358089
destiny,570.8618983,578.1497469,-0.393622782,-0.35474506,9.33400075,9.39739347,0.029281071,0.032177834,354,324,7.287848602,0.038877722
holiday,540.2601337,547.5788409,-0.557114504,-0.509908337,9.28091329,8.488528843,0.028077594,0.02824502,359,377,7.318707142,0.047206166
weak,532.3501382,539.73873,-0.56280308,-0.536307121,8.764150962,8.461656675,0.029198381,0.028948424,369,400,7.388591797,0.026495959
mayor,576.0449944,583.4461806,-0.362262692,-0.307443664,10.88343095,9.665844571,0.035920258,0.032382716,360,360,7.401186131,0.054819028
prosecutor,698.2085072,705.6121262,0.044427873,0.168792773,12.16720935,11.66674964,0.035108454,0.039977623,349,325,7.403618991,0.1243649
station,554.6238287,562.045715,-0.461221547,-0.405808764,9.83778463,8.665193258,0.028257262,0.030345871,388,393,7.421886303,0.055412784
collapse,587.2237038,594.7380229,-0.327134245,-0.310214716,9.519913972,9.51278811,0.029516555,0.030764822,341,349,7.514319094,0.016919529
fighter,553.1290919,560.6472181,-0.473948954,-0.42551898,9.649008484,10.48786199,0.030664893,0.034516205,359,298,7.518126193,0.048429974
young,529.2731892,536.818639,-0.567885193,-0.519501442,8.031813707,8.316282081,0.028363246,0.027936445,370,337,7.545449801,0.048383751
player,542.81925,550.4254072,-0.519744664,-0.498868641,9.216803896,9.845128098,0.030473474,0.030162149,340,388,7.606157199,0.020876023
shoot,526.3477573,533.9654636,-0.556843159,-0.581027946,7.820368261,8.127279738,0.026473246,0.02741579,379,343,7.617706304,-0.024184787
development,571.7551595,579.3746686,-0.344338055,-0.325812775,7.439106449,8.417815038,0.028473082,0.031878718,351,341,7.619509094,0.01852528
legend,546.1087718,553.7304172,-0.47745829,-0.467572722,8.506815945,8.671712478,0.028659431,0.029935403,355,366,7.621645344,0.009885568
spend,553.3046439,561.0311295,-0.453091247,-0.406149676,9.464209542,9.152775216,0.03308114,0.032703911,351,363,7.726485605,0.046941572
unique,573.1747407,580.9527822,-0.373884478,-0.388826039,8.731910839,11.16287323,0.031953807,0.031651983,375,371,7.778041483,-0.014941561
friendly,528.4686296,536.2600718,-0.55493555,-0.537112783,7.583420352,8.844157841,0.026418971,0.02664878,378,376,7.791442196,0.017822767
owner,553.1673882,560.966227,-0.472922998,-0.43976483,9.404119434,8.553786991,0.030776184,0.028855895,340,392,7.798838813,0.033158167
temperature,562.6658475,570.5219453,-0.43817052,-0.417744703,8.943791278,8.390729617,0.027417458,0.024345333,341,347,7.856097757,0.020425817
disgusting,587.0359513,595.1000703,-0.301739227,-0.314964891,9.456656026,9.808026204,0.03106072,0.030431579,370,370,8.064118923,-0.013225664
connection,552.7706345,560.9312758,-0.463815871,-0.398999759,8.264647749,9.959461584,0.027581926,0.030616399,342,330,8.160641257,0.064816113
group,518.8520558,527.0159503,-0.589148047,-0.564471452,6.808478258,8.476398712,0.024066908,0.028135681,394,342,8.163894468,0.024676595
cheese,519.3614622,527.5261163,-0.590697282,-0.553590137,7.532602144,8.197046161,0.027233855,0.028516009,357,301,8.16465409,0.037107145
community,555.5008539,563.7632759,-0.461693304,-0.432794166,8.239375138,8.244830097,0.027913692,0.027368768,356,377,8.26242191,0.028899138
mountain,534.7134112,543.046607,-0.498777127,-0.478306549,7.255420794,7.393158719,0.024344731,0.027289083,394,374,8.333195775,0.020470578
interesting,565.7182151,574.1359535,-0.434222558,-0.379891881,10.1652116,8.845789884,0.030262117,0.030687894,358,387,8.417738404,0.054330677
devil,537.6571877,546.0829614,-0.519551533,-0.491589607,9.103427889,8.892791287,0.031151585,0.030766154,341,363,8.42577375,0.027961925
wolf,511.208306,519.6746121,-0.586711185,-0.588571718,7.229469109,8.218404038,0.028174481,0.027659661,353,348,8.466306104,-0.001860533
nephew,583.9392908,592.4529972,-0.373337255,-0.316811722,10.23531072,9.076419252,0.031101101,0.030554739,368,363,8.513706489,0.056525533
fishing,547.5964406,556.1805959,-0.517775918,-0.453201194,9.256878031,9.606014455,0.03099654,0.030575738,345,344,8.58415536,0.064574724
candle,546.4786274,555.1250173,-0.516746379,-0.436598176,9.270140499,8.28537828,0.029984896,0.02810968,365,346,8.646389941,0.080148203
system,521.4816534,530.197595,-0.555540583,-0.535889533,7.344681207,8.212443363,0.026348831,0.028755767,352,363,8.715941623,0.01965105
match,532.0638187,540.7841805,-0.563585527,-0.510743986,8.753809312,8.869358121,0.027770528,0.030109224,353,349,8.720361831,0.05284154
assist,568.8803094,577.815995,-0.394263793,-0.343022015,9.185451525,8.76892218,0.029811333,0.030600425,320,402,8.935685653,0.051241778
understand,555.940527,564.9545865,-0.458690971,-0.420267354,8.51940847,8.917932422,0.027168833,0.028512798,370,370,9.014059481,0.038423617
rent,553.224952,562.325891,-0.464057979,-0.421744847,8.856385263,10.40593132,0.029776848,0.034274457,396,312,9.100939003,0.042313132
analysis,594.2804023,603.5424783,-0.280606367,-0.246658549,8.271427423,8.313937589,0.029023561,0.027087037,348,368,9.262075959,0.033947818
rabbit,532.718011,542.0351479,-0.537745798,-0.502211279,7.534774821,7.409410364,0.026438831,0.025496361,365,372,9.317136887,0.035534519
plausible,710.9910769,720.4040221,0.183749322,0.165062709,11.57033406,13.12875256,0.037251018,0.039846762,325,317,9.412945171,-0.018686613
scar,569.062361,578.4923127,-0.390837735,-0.353313361,8.978366575,9.388825502,0.030030973,0.031158043,385,371,9.429951625,0.037524374
clinic,583.9887849,593.7284,-0.383380752,-0.330045718,9.126954667,8.856398405,0.029877063,0.028547619,372,405,9.739615063,0.053335034
cheap,543.4869017,553.2269298,-0.485253184,-0.486250208,9.023738619,9.00810019,0.030188905,0.0299089,356,342,9.74002816,-0.000997024
feeling,534.1597322,543.9217294,-0.529817364,-0.536662304,8.949232011,8.86117707,0.030028781,0.028013636,310,340,9.761997174,-0.006844941
chase,559.976919,569.7543787,-0.439042811,-0.41247347,8.730885967,11.26597621,0.032018283,0.035820664,395,338,9.777459728,0.026569341
savior,609.5875882,619.3746012,-0.269109512,-0.200457793,12.26543742,13.43826488,0.0371295,0.041395591,357,331,9.787012956,0.068651719
remember,541.44892,551.3057459,-0.51765881,-0.48950043,8.19299047,9.07532652,0.029054151,0.029460833,363,362,9.856825839,0.028158381
lake,532.1004765,542.0719288,-0.573281531,-0.50574573,9.237829459,8.081540128,0.028297606,0.028477296,405,379,9.971452224,0.067535801
urine,611.894914,621.8724849,-0.254104794,-0.201016856,10.28201458,10.04345933,0.032315605,0.032180719,349,332,9.9775709,0.053087938
president,565.0010657,575.0299174,-0.435274881,-0.400386591,8.985255122,10.05850232,0.027696113,0.030420947,350,351,10.02885167,0.03488829
kill,547.4227904,557.4863227,-0.487947222,-0.43552319,9.174441007,9.190036416,0.033115971,0.033020361,334,354,10.06353232,0.052424032
select,536.6425836,546.7675029,-0.559156753,-0.484064491,10.96695259,8.57478497,0.032777736,0.031974858,340,350,10.12491923,0.075092262
joke,509.8457253,520.0332803,-0.639576767,-0.555030168,7.452133305,8.407161544,0.025419513,0.030669887,364,371,10.18755505,0.084546599
music,500.1091454,510.3513711,-0.66433905,-0.643068554,7.46251165,8.060451687,0.025737681,0.028095739,399,353,10.24222574,0.021270496
sale,550.4357881,560.8231947,-0.481262976,-0.459197189,10.26831369,9.249362633,0.032831698,0.030035135,332,375,10.38740653,0.022065786
delicious,574.7140363,585.119312,-0.405759043,-0.390261146,9.285563876,10.21334037,0.029997082,0.030528693,386,343,10.40527567,0.015497897
complete,546.8381258,557.2487753,-0.470011024,-0.468637616,9.797615159,8.710336135,0.033741125,0.027962955,326,356,10.41064951,0.001373407
exercise,553.7891657,564.2249193,-0.469603281,-0.412750601,9.92638956,9.672437683,0.031903327,0.033354284,338,322,10.43575358,0.05685268
maintain,578.2741484,588.8373578,-0.336329936,-0.291454495,9.252319099,9.367236008,0.034665963,0.033471847,337,341,10.56320939,0.044875441
musician,575.5106564,586.2286297,-0.406365991,-0.30158212,10.39204087,9.64706375,0.031016882,0.031683094,358,370,10.71797329,0.104783871
flower,514.745665,525.4841174,-0.610698461,-0.565523502,8.017507519,8.730147755,0.026878911,0.028084159,400,394,10.73845245,0.045174959
close,514.0468449,524.8680057,-0.596280856,-0.595949259,8.992607231,9.587786112,0.032230415,0.030990706,361,353,10.82116078,0.000331598
wish,527.5402209,538.5945972,-0.572048024,-0.516726725,8.470309331,8.936769834,0.031681322,0.030011274,344,355,11.05437625,0.055321299
painter,570.4986785,581.6573703,-0.40884098,-0.319662788,10.44831875,9.572016917,0.034872875,0.034903653,339,343,11.1586918,0.089178192
survive,529.5438172,540.8048448,-0.558626367,-0.50236968,8.050892285,7.933571889,0.024467412,0.028541938,361,351,11.26102758,0.056256687
wash,526.2649545,537.5301565,-0.573234644,-0.530037194,8.937805817,7.661718974,0.031509592,0.029852047,330,377,11.26520196,0.04319745
mission,545.14933,556.4155056,-0.494774314,-0.496782428,8.953097466,9.470510965,0.029284615,0.030412009,375,356,11.26617566,-0.002008114
approval,553.8858217,565.2625871,-0.463690457,-0.399001738,9.057708421,8.3172277,0.02880395,0.027136786,359,327,11.37676541,0.064688719
accident,541.0680661,552.4916973,-0.516389684,-0.479066149,9.446232693,7.676420358,0.029010905,0.025075961,348,370,11.42363119,0.037323535
proof,546.2932901,557.7477697,-0.495771234,-0.456398513,9.098884493,8.670964886,0.028188243,0.029912239,362,356,11.4544796,0.039372722
door,511.443819,522.9082535,-0.633935673,-0.570191456,7.935307039,9.269910758,0.029379765,0.028612252,348,343,11.46443452,0.063744216
centimeter,652.5164985,664.0436018,-0.092364666,0.004642251,11.51833673,10.09256452,0.032959047,0.034120106,343,339,11.52710324,0.097006917
symbol,559.3742017,570.9384293,-0.415561913,-0.412680345,8.919211623,8.289559759,0.029442903,0.026914138,347,417,11.56422753,0.002881568
yesterday,542.9183914,554.5702261,-0.52695338,-0.479092264,9.662514994,9.850349905,0.029237349,0.029765217,373,345,11.65183465,0.047861116
wire,567.9975405,579.678559,-0.423464051,-0.328542885,10.5597716,8.830202905,0.034582472,0.034708582,346,356,11.68101853,0.094921166
remove,543.4050172,555.1097072,-0.512475964,-0.454386091,9.28068421,10.29033869,0.029583848,0.032710095,350,362,11.70469003,0.058089873
office,517.869836,529.6545983,-0.583147006,-0.556313789,7.705861527,8.222937459,0.025636071,0.029143652,372,356,11.78476231,0.026833217
uniform,552.2542347,564.0424877,-0.463826335,-0.410129581,9.566628822,8.257737622,0.030020846,0.029230636,375,367,11.78825308,0.053696754
beard,553.9051707,565.7939107,-0.460921173,-0.38148682,8.544219752,9.168806724,0.029084915,0.032808451,375,347,11.88873999,0.079434353
childhood,554.3170088,566.2814804,-0.474564123,-0.421447457,9.375365234,9.014200644,0.029139069,0.02803842,342,383,11.96447162,0.053116666
continue,523.760986,535.754942,-0.583360886,-0.549461748,7.611419836,8.743404263,0.027084315,0.026870492,358,345,11.993956,0.033899138
colonel,675.2516397,687.2882268,0.024954272,0.055448972,12.55455302,11.79405465,0.045930863,0.039250554,297,313,12.03658709,0.0304947
salad,526.0768027,538.1285128,-0.580310204,-0.517240113,7.424175599,8.187015791,0.025671136,0.025533614,375,390,12.05171015,0.063070091
effective,556.2829443,568.3401733,-0.432760697,-0.395158552,9.011700738,9.250615751,0.027849156,0.028567718,341,375,12.05722905,0.037602145
concentrate,623.0574678,635.1148963,-0.218728528,-0.16260855,11.76099018,11.47861858,0.033281764,0.034765322,357,357,12.05742857,0.056119978
technique,579.1599559,591.2401185,-0.326603923,-0.326357066,9.610331981,8.794058733,0.032825838,0.029184914,340,371,12.0801626,0.000246857
energy,519.800371,531.9142917,-0.558249267,-0.545765197,7.465387648,8.474842081,0.027617031,0.029474509,372,336,12.1139207,0.01248407
blackmail,623.1098491,635.3067984,-0.185553345,-0.14404527,11.02795366,11.15290907,0.031412954,0.032483442,338,367,12.19694925,0.041508075
important,551.2459284,563.4621559,-0.464787583,-0.398576683,8.320820919,9.336012154,0.030005878,0.030990354,377,340,12.2162275,0.066210899
